tokens,ner_tags,split
"Interfax , quoting Yeltsin press secretary Sergei Yastrzhembsky , said Yeltsin and Kohl had discussed bilateral relations and international issues on the telephone .",B-ORG O O B-PER O O B-PER I-PER O O B-PER O B-PER O O O O O O O O O O O,train
"Yeltsin had told Kohl about efforts to find a political solution to the conflict in Russia 's breakaway Chechnya region , Interfax added .",B-PER O O B-PER O O O O O O O O O O O B-LOC O O B-LOC O O B-ORG O O,train
"Yeltsin , who left on vacation on Monday , is staying at an exclusive private hunting lodge some 100 km ( 60 miles ) from Moscow .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O,train
"Germany has been one of the loudest critics of Russia 's military intervention in Chechnya , a 20-month-old conflict in which tens of thousands of people have been killed .",B-LOC O O O O O O O O B-LOC O O O O B-LOC O O O O O O O O O O O O O O O,train
Exiled Bosnians protest confusing voting rules .,O B-MISC O O O O O,train
Duncan Shiels,B-PER I-PER,train
"NAGYATAD , Hungary 1996-08-28",B-LOC O B-LOC O,train
"Bosnian refugees in Hungary , the first to vote last weekend in their country 's first post-war election , found the rules confusing and some had no idea who they voted for , refugees and officials said on Wednesday .",B-MISC O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
""" For the most part they really did n't understand what was going on , "" the director of the Nagyatad camp Lajos Horvath told Reuters on Wednesday .",O O O O O O O O O O O O O O O O O O O O B-LOC O B-PER I-PER O B-ORG O O O,train
""" It was confusing , they had no experience of voting , many of the refugees are only semi-literate and none of them knew anything about the candidates , "" he said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
""" They just voted along ethnic lines where they could . """,O O O O O O O O O O O O,train
"The Bosnian election is set for September 14 and voting began on Wednesday for most of the 600,000 Bosnians living abroad .",O B-MISC O O O O O O O O O O O O O O O O B-MISC O O O,train
"The Organisation for Security and Cooperation in Europe , which is running the election , allowed the ballot to be held on Sunday in four Hungarian refugee camps .",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O B-MISC O O O,train
"Some Moslem refugees among the 385 registered voters Hungary 's largest camp Nagyatad have written to the OSCE complaining that they were unable to vote in contests for the president or assembly of the Bosnian-Croat Federation , where most Moslems live .",O B-MISC O O O O O O B-LOC O O O B-LOC O O O O B-ORG O O O O O O O O O O O O O O O O B-LOC I-LOC O O O B-MISC O O,train
"This was because their pre-war homes are now in the Serb-controlled territory , so they were voting for the national assembly of the Republika Srbska , most of the candidates for which are Serbs .",O O O O O O O O O O B-MISC O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O B-MISC O,train
"For the foreign powers which back last year 's Dayton peace agreement , the main point of the election rules is that by voting as though they were still in their pre-war homes , Bosnians should override the effects of ethnic cleansing and reassert the concept of a single multi-ethnic state .",O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O,train
"But Adem Hodzic , one of the refugees who signed the letter of complaint , told Reuters :",O B-PER I-PER O O O O O O O O O O O O O B-ORG O,train
""" We only realised after voting that we were being denied the rights of other Bosnian Moslems to choose our president .",O O O O O O O O O O O O O O O B-MISC I-MISC O O O O O,train
"This vote seals the division of my country . """,O O O O O O O O O O,train
Under the election rules citizens vote for a three-man presidency and House of Representatives for all Bosnia-Hercegovina and for assemblies and cantonal seats in either the Moslem-Croat Federation or the Republika Srbska .,O O O O O O O O O O O B-ORG I-ORG I-ORG O O B-LOC O O O O O O O O O B-LOC I-LOC O O B-LOC I-LOC O,train
On Sunday voters in Hungary also cast ballots for municipal councils but these will be invalidated following the cancellation of local elections by the OSCE on Tuesday .,O O O O B-LOC O O O O O O O O O O O O O O O O O O O B-ORG O O O,train
"Husein Micijevic , who also signed the letter , alleged that elderly voters were directed who to vote for by Hungarian translators who stood in the polling booth to help them .",B-PER I-PER O O O O O O O O O O O O O O O O O O B-MISC O O O O O O O O O O O,train
""" Probably 100 refugees were shown where to put their cross , "" he said .",O O O O O O O O O O O O O O O O,train
"Seventy eight-year-old Mandolina Zelic , a Bosnian Croat who has spent the last five years in Nagyatad , told Reuters she had cast her ballot because she 'd been told to by the camp authorities but had no idea who she voted for .",O O B-PER I-PER O O B-MISC I-MISC O O O O O O O O B-LOC O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O,train
""" At first the organisers would n't let anyone help me but when they saw I did n't understand a young translator ringed the names I had to mark , "" she said . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"I do n't know who I voted for . """,O O O O O O O O O O,train
Maria Szabo of the Hungarian office organising the elections on behalf of the OSCE told Reuters on Wednesday her office was studying the letter but said they had followed OSCE instructions very carefully .,B-PER I-PER O O B-MISC O O O O O O O O B-ORG O B-ORG O O O O O O O O O O O O O B-ORG O O O O,train
""" The envelopes , each with the five different voting slips , were sealed until voting and had written instructions on how to vote , "" she said . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"But of course those who could not read had to be shown . """,O O O O O O O O O O O O O O,train
Estonia presidential race next round on Sept 20 .,B-LOC O O O O O O O O,train
TALLINN 1996-08-28,B-LOC O,train
"Estonia will hold the next round of an inconclusive state presidential race on September 20 , parliamentary officers of the Baltic state ruled on Wednesday .",B-LOC O O O O O O O O O O O O O O O O O O O B-MISC O O O O O,train
This comes after three votes in the 101-strong parliament on Monday and Tuesday failed to give either incumbent Lennart Meri or rival candidate Arnold Ruutel the necessary 68 votes for a clear mandate .,O O O O O O O O O O O O O O O O O O B-PER I-PER O O O B-PER I-PER O O O O O O O O O,train
"The outcome was a rebuff for Meri , failing three times to win backing in his bid for a second term as head of state of the former Soviet republic .",O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O B-MISC O O,train
Parliament 's press officer told Reuters that Speaker Toomas Savi will convene an electoral college involving 101 MPs and and 273 local government representatives on September 20 .,O O O O O B-ORG O O B-PER I-PER O O O O O O O O O O O O O O O O O O,train
"Both Meri , 67 , and Ruutel , 68 will automatically be listed as candidates but the election will also be open to new nominations with the backing of any 21 members of the college .",O B-PER O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
The winner has to secure a majority from the college within two rounds of voting otherwise the election will go back before the parliament .,O O O O O O O O O O O O O O O O O O O O O O O O O,train
Lebed likely to fail on Chechnya - Polish minister .,B-PER O O O O B-LOC O B-MISC O O,train
WARSAW 1996-08-28,B-LOC O,train
"Russian security chief Aleksander Lebed faces an almost impossible task in Chechnya and is likely to be sidelined , Polish Foreign Minister Dariusz Rosati was reported as saying on Wednesday .",B-MISC O O B-PER I-PER O O O O O O B-LOC O O O O O O O B-MISC O O B-PER I-PER O O O O O O O,train
"According to best-selling daily Gazeta Wyborcza , Rosati told the Polish parliament 's foreign affairs committee on Tuesday that the fact Lebed had been charged with resolving the conflict in Chechnya showed he would be marginalised .",O O O O B-ORG I-ORG O B-PER O O B-MISC O O O O O O O O O O B-PER O O O O O O O O B-LOC O O O O O O,train
""" It is almost impossible to gain success in this , "" it quoted Rosati as saying during a committee debate .",O O O O O O O O O O O O O O B-PER O O O O O O O,train
""" Lebed has no diplomatic experience .",O B-PER O O O O O,train
Yeltsin sent him there to compromise him .,B-PER O O O O O O O,train
"This tactical manoeuvre also shows that in the ruling circle there is no unity of action , "" he said .",O O O O O O O O O O O O O O O O O O O O O,train
"Lebed , who has arranged a military truce with separatist rebels in the southern Russia region , was in Moscow this week seeking support for a deal on Chechnya 's political status .",B-PER O O O O O O O O O O O O O B-LOC O O O O B-LOC O O O O O O O O B-LOC O O O O,train
But Russian President Boris Yeltsin has seemed unwilling to meet his envoy and went on holiday on Monday .,O B-MISC O B-PER I-PER O O O O O O O O O O O O O O,train
"Gazeta Wyborcza quoted Rosati as saying Yeltsin was very ill and effectively on leave , but for now retained control in Russia although matters were passing into the hands of his close collaborators .",B-ORG I-ORG O B-PER O O B-PER O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O,train
"Rosati said Russia 's July polls , in which Yeltsin won re-election , showed democracy had passed an important test and the Russian people had chosed the path of further reforms .",B-PER O B-LOC O O O O O O B-PER O O O O O O O O O O O O B-MISC O O O O O O O O O,train
"But he said a power struggle in Russia 's ruling circles could not be ruled out , which could harm further reforms .",O O O O O O O B-LOC O O O O O O O O O O O O O O O,train
"He expressed concern over problems in the Russian economy , saying this could lead to social unrest , the daily reported .",O O O O O O O B-MISC O O O O O O O O O O O O O O,train
"On Moscow 's foreign policy , Rosati said it had changed its stance on NATO 's eastward expansion and was preparing itself for Poland 's inevitable entry into the Western alliance .",O B-LOC O O O O B-PER O O O O O O O B-ORG O O O O O O O O B-LOC O O O O O B-MISC O O,train
"He also reportedly criticised Russian Foreign Minister Yevgeny Primakov , saying his style of work resembled that of the Soviet-era 1970s and 1980s .",O O O O B-MISC O O B-PER I-PER O O O O O O O O O O B-MISC O O O O,train
Romania state budget soars in June .,B-LOC O O O O O O,train
BUCHAREST 1996-08-28,B-LOC O,train
"Romania 's state budget deficit jumped sharply in June to 1,242.9 billion lei for the January-June period from 596.5 billion lei in January-May , official data showed on Wednesday .",B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"Six-month expenditures stood at 9.50 trillion lei , up from 7.56 trillion lei at end-May , with education and health spending accounting for 31.6 percent of state expenses and economic subsidies and support taking some 26 percent .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
January-June revenues went up to 8.26 trillion lei from 6.96 trillion lei in the first five months this year .,O O O O O O O O O O O O O O O O O O O O,train
"Romania 's government is expected to revise the 1996 budget on Wednesday to bring it into line with higher inflation , new wage and pension indexations and costs of energy imports that have pushed up the state deficit .",B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Under the revised version state spending is expected to rise by some 566 billion lei .,O O O O O O O O O O O O O O O O,train
No new deficit forecast has been issued so far .,O O O O O O O O O O,train
"In July the government gave a 6.0-percent wage and pension indexation to cover energy , fuel and bread price increases , which quickened inflation to 7.5 percent last month .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"In the original state budget , approved in March , revenues were envisaged at around 16.98 trillion lei and expenditures 20.17 trillion lei for 1996 .",O O O O O O O O O O O O O O O O O O O O O O O O O O,train
